"","treated","age","education","black","hispanic","married","nodegree","re74","re78","re75"
"924",0,23,12,0,0,0,0,18613.035,32953.303,23274.194
"925",0,44,12,1,0,1,0,18613.035,19210.445,23632.258
"926",0,44,12,1,0,1,0,18613.035,19210.445,23632.258
"927",0,36,12,1,0,1,0,18613.035,33692.166,25064.516
"928",0,26,12,0,0,1,0,18677.69,24973.579,18261.29
"929",0,23,14,0,0,1,0,18722.754,28076.805,21662.903
"930",0,32,13,1,0,1,0,18808.961,26599.078,14143.548
"931",0,33,12,0,0,0,0,18808.961,17502.194,16028.758
"932",0,37,12,1,0,1,0,18808.961,32509.985,16112.903
"933",0,27,12,0,0,1,0,18808.961,19505.991,17187.097
"934",0,43,12,0,0,1,0,18808.961,26155.76,17903.226
"935",0,27,16,0,0,1,0,18808.961,18471.582,17903.226
"936",0,24,12,0,0,1,0,18808.961,18323.81,17903.226
"937",0,24,12,0,0,1,0,18808.961,23052.535,18798.387
"938",0,34,12,1,0,0,0,18848.147,12560.676,30435.484
"939",0,42,12,0,0,1,0,18879.495,19210.445,17008.065
"940",0,24,13,1,0,1,0,18881.454,12560.676,16112.903
"941",0,27,12,0,0,1,0,18924.558,22165.899,11995.161
"942",0,23,12,1,0,1,0,19004.888,13299.539,13427.419
"943",0,26,16,0,0,1,0,19004.888,26599.078,16112.903
"944",0,27,12,1,0,1,0,19004.888,19210.445,19693.548
"945",0,37,12,1,0,1,0,19004.888,25860.215,25959.677
"946",0,37,12,0,0,1,0,19016.644,16993.856,20893.065
"947",0,26,12,0,1,1,0,19055.829,13299.539,0
"948",0,23,12,0,0,1,0,19096.974,16993.856,20683.597
"949",0,26,13,0,0,1,0,19200.815,18471.582,14680.645
"950",0,27,16,0,0,1,0,19200.815,0,17688.387
"951",0,27,12,0,0,0,0,19200.815,23643.625,19514.516
"952",0,29,14,0,0,1,0,19200.815,23052.535,21483.871
"953",0,25,16,0,0,1,0,19200.815,33396.621,22558.065
"954",0,26,12,0,0,1,0,19263.511,24627.791,13024.597
"955",0,22,14,0,0,1,0,19279.185,17289.401,17616.774
"956",0,28,12,0,0,1,0,19298.778,29554.531,0
"957",0,46,12,0,0,1,0,19394.782,20431.048,19201.21
"958",0,33,17,0,0,0,0,19396.741,1539.7911,0
"959",0,23,12,0,0,1,0,19396.741,25121.352,12532.258
"960",0,23,12,0,0,1,0,19396.741,0,12532.258
"961",0,23,13,0,0,1,0,19396.741,31032.258,17903.226
"962",0,26,16,0,0,1,0,19396.741,25564.67,25780.645
"963",0,24,16,1,0,0,0,19494.705,23643.625,15217.742
"964",0,37,12,1,0,1,0,19586.79,14777.266,12030.968
"965",0,50,16,0,0,0,0,19592.668,23643.625,0
"966",0,26,13,0,0,1,0,19592.668,23643.625,0
"967",0,21,12,1,0,0,0,19592.668,22165.899,716.12903
"968",0,25,12,1,0,1,0,19592.668,24642.568,5370.9677
"969",0,24,13,1,0,1,0,19592.668,18442.028,11637.097
"970",0,24,12,1,0,0,0,19592.668,19210.445,11995.161
"971",0,32,14,1,0,1,0,19592.668,14777.266,12335.323
"972",0,27,16,0,0,1,0,19592.668,17720.897,12532.258
"973",0,21,12,0,1,1,0,19592.668,17732.719,12532.258
"974",0,24,16,0,0,1,0,19592.668,31032.258,12890.323
"975",0,45,14,0,0,1,0,19592.668,17732.719,13606.452
"976",0,38,12,0,0,1,0,19592.668,16286.025,13964.516
"977",0,27,15,0,0,1,0,19592.668,23643.625,14859.677
"978",0,20,12,1,0,1,0,19592.668,12708.449,16709.081
"979",0,23,12,1,0,1,0,19592.668,22165.899,17008.065
"980",0,33,12,0,0,1,0,19592.668,25014.955,17008.065
"981",0,24,13,0,0,1,0,19592.668,22313.671,17187.097
"982",0,44,12,0,0,1,0,19592.668,15368.356,17187.097
"983",0,34,12,1,0,1,0,19592.668,19210.445,17366.129
"984",0,23,12,1,0,1,0,19592.668,14777.266,17366.129
"985",0,27,12,1,0,1,0,19592.668,25121.352,17724.194
"986",0,25,16,0,0,1,0,19592.668,25712.442,17903.226
"987",0,22,12,0,0,1,0,19592.668,23643.625,17903.226
"988",0,24,16,0,0,0,0,19592.668,16993.856,17903.226
"989",0,23,12,0,0,1,0,19592.668,16254.992,17903.226
"990",0,31,16,0,0,1,0,19592.668,17732.719,17903.226
"991",0,23,12,1,0,1,0,19592.668,26599.078,17903.226
"992",0,27,12,0,0,1,0,19592.668,32657.757,18082.258
"993",0,20,12,1,0,1,0,19592.668,23643.625,18619.355
"994",0,20,12,0,0,1,0,19592.668,17732.719,18798.387
"995",0,52,15,0,0,1,0,19592.668,17437.174,18798.387
"996",0,33,16,0,0,1,0,19592.668,26599.078,19335.484
"997",0,40,12,0,0,1,0,19592.668,21279.263,19335.484
"998",0,31,12,1,0,1,0,19592.668,20259.631,19466.177
"999",0,35,12,0,0,1,0,19592.668,22535.33,19693.548
"1000",0,33,12,0,0,0,0,19592.668,13299.539,19693.548
"1001",0,22,12,0,0,1,0,19592.668,17732.719,19693.548
"1002",0,29,16,1,0,1,0,19592.668,42854.071,20588.71
"1003",0,26,12,0,0,1,0,19592.668,21982.661,21125.806
"1004",0,23,12,0,0,1,0,19592.668,24884.916,21215.323
"1005",0,30,12,0,0,1,0,19592.668,23348.08,21483.871
"1006",0,43,12,0,0,1,0,19592.668,22165.899,21483.871
"1007",0,43,12,0,0,1,0,19592.668,22165.899,21483.871
"1008",0,31,12,0,0,1,0,19592.668,25121.352,21483.871
"1009",0,23,12,0,0,1,0,19592.668,20688.172,21483.871
"1010",0,23,13,0,0,1,0,19592.668,21279.263,21483.871
"1011",0,28,16,0,0,1,0,19592.668,32509.985,21483.871
"1012",0,30,12,0,0,1,0,19592.668,29554.531,21483.871
"1013",0,53,12,1,0,1,0,19592.668,23643.625,21483.871
"1014",0,32,12,0,0,1,0,19592.668,29554.531,21483.871
"1015",0,43,12,0,0,1,0,19592.668,29338.783,21739.887
"1016",0,43,12,0,0,1,0,19592.668,29338.783,21739.887
"1017",0,37,17,0,0,0,0,19592.668,22165.899,23005.645
"1018",0,23,12,1,0,1,0,19592.668,21427.035,23274.194
"1019",0,28,12,1,0,1,0,19592.668,25860.215,24169.355
"1020",0,27,14,1,0,0,0,19592.668,28815.668,25064.516
"1021",0,46,12,0,0,0,0,19592.668,29554.531,25064.516
"1022",0,30,12,1,0,1,0,19592.668,25897.158,26854.839
"1023",0,35,17,0,0,1,0,19592.668,36943.164,44758.065
"1024",0,26,15,0,0,1,0,19596.587,23643.625,19335.484
"1025",0,25,12,0,0,1,0,19641.65,23643.625,8736.7742
"1026",0,24,12,0,0,1,0,19706.305,25121.352,6624.1935
"1027",0,22,14,0,0,1,0,19727.857,22284.117,20141.129
"1028",0,27,13,0,0,1,0,19735.695,36943.164,20051.613
"1029",0,36,12,1,0,1,0,19749.409,23643.625,25064.516
"1030",0,35,13,0,0,1,0,19788.595,14777.266,21269.032
"1031",0,34,12,1,0,1,0,19788.595,31032.258,23274.194
"1032",0,28,14,0,0,1,0,19984.521,31032.258,12532.258
"1033",0,18,12,0,0,1,0,19984.521,26599.078,23274.194
"1034",0,21,12,0,0,1,0,20068.77,56892.473,21215.323
"1035",0,28,16,1,0,1,0,20082.485,21279.263,19335.484
"1036",0,24,14,0,0,1,0,20141.263,0,0
"1037",0,30,12,0,0,1,0,20180.448,33987.711,15754.839
"1038",0,42,12,0,0,1,0,20180.448,0,17455.645
"1039",0,24,12,0,0,1,0,20180.448,29554.531,19693.548
"1040",0,40,12,0,0,1,0,20180.448,17732.719,19693.548
"1041",0,25,17,0,0,1,0,20180.448,22904.762,21036.29
"1042",0,27,17,0,0,1,0,20180.448,28520.123,21578.758
"1043",0,24,16,0,0,1,0,20200.041,42854.071,17903.226
"1044",0,25,16,1,0,0,0,20233.348,23052.535,19335.484
"1045",0,53,16,0,0,1,0,20343.067,19930.098,20112.484
"1046",0,28,12,0,0,1,0,20376.375,32509.985,17903.226
"1047",0,20,12,0,0,1,0,20376.375,16993.856,18655.161
"1048",0,26,12,0,0,1,0,20376.375,22165.899,20946.774
"1049",0,33,12,0,0,1,0,20503.727,20688.172,21483.871
"1050",0,24,14,0,0,0,0,20572.301,12412.903,11637.097
"1051",0,38,12,1,0,0,0,20572.301,16254.992,14322.581
"1052",0,27,12,0,0,1,0,20572.301,24530.261,17545.161
"1053",0,27,16,0,0,1,0,20572.301,88663.594,18619.355
"1054",0,31,13,0,0,1,0,20572.301,29554.531,18798.387
"1055",0,26,15,0,0,1,0,20572.301,23643.625,18798.387
"1056",0,28,16,0,0,1,0,20572.301,22165.899,18798.387
"1057",0,26,17,0,0,1,0,20572.301,35465.438,18977.419
"1058",0,52,12,0,0,1,0,20572.301,20688.172,18977.419
"1059",0,25,12,0,0,1,0,20572.301,22461.444,20588.71
"1060",0,24,12,0,0,1,0,20572.301,22165.899,20767.742
"1061",0,41,12,0,0,1,0,20572.301,25310.501,21483.871
"1062",0,40,12,0,0,1,0,20572.301,32586.826,24772.694
"1063",0,40,12,0,0,1,0,20572.301,32586.826,24772.694
"1064",0,32,13,0,0,1,0,20572.301,7388.6329,25064.516
"1065",0,24,12,1,0,1,0,20572.301,31032.258,25959.677
"1066",0,46,12,1,0,1,0,20572.301,7882.1935,32225.806
"1067",0,31,13,0,0,1,0,20572.301,31032.258,33658.065
"1068",0,25,15,0,0,0,0,20738.839,39011.982,21483.871
"1069",0,29,12,0,0,1,0,20768.228,44331.797,0
"1070",0,25,14,0,0,0,0,20768.228,17437.174,14322.581
"1071",0,42,16,0,0,1,0,20768.228,22165.899,19693.548
"1072",0,24,12,0,0,1,0,20768.228,27485.714,23274.194
"1073",0,25,14,1,0,1,0,20768.228,26303.533,23274.194
"1074",0,44,12,0,0,1,0,20895.58,20963.029,12174.194
"1075",0,27,12,0,0,0,0,20964.155,23348.08,18440.323
"1076",0,28,14,0,0,1,0,20964.155,28446.237,20588.71
"1077",0,33,16,0,0,1,0,20964.155,22018.126,21483.871
"1078",0,25,16,0,0,1,0,20964.155,26229.647,24706.452
"1079",0,26,12,1,0,1,0,21116.978,25121.352,22379.032
"1080",0,39,12,0,0,1,0,21138.53,15049.167,20366.71
"1081",0,31,14,0,0,1,0,21140.489,19653.763,20141.129
"1082",0,31,14,0,0,1,0,21140.489,19653.763,20141.129
"1083",0,23,13,1,0,1,0,21160.081,23643.625,17903.226
"1084",0,42,12,0,0,1,0,21160.081,12232.621,21483.871
"1085",0,36,14,0,0,1,0,21160.081,0,23460.387
"1086",0,26,12,0,0,1,0,21160.081,21279.263,24169.355
"1087",0,46,17,0,0,0,0,21258.045,24787.386,24094.161
"1088",0,31,12,0,0,1,0,21356.008,35465.438,15038.71
"1089",0,27,12,1,0,1,0,21356.008,21722.581,20588.71
"1090",0,25,12,0,1,1,0,21512.749,25558.759,26586.29
"1091",0,42,16,0,0,1,0,21551.935,41376.344,0
"1092",0,28,12,0,0,1,0,21551.935,0,8366.1774
"1093",0,28,12,0,0,1,0,21551.935,21722.581,10562.903
"1094",0,27,13,0,0,1,0,21551.935,16254.992,14322.581
"1095",0,35,12,1,0,1,0,21551.935,15638.78,14322.581
"1096",0,35,12,1,0,1,0,21551.935,15638.78,14322.581
"1097",0,26,12,0,0,1,0,21551.935,26599.078,15217.742
"1098",0,19,12,0,0,1,0,21551.935,19210.445,15754.839
"1099",0,29,12,0,0,1,0,21551.935,20688.172,17008.065
"1100",0,34,12,1,0,1,0,21551.935,25121.352,17903.226
"1101",0,28,16,0,0,1,0,21551.935,44331.797,18619.355
"1102",0,31,16,0,0,1,0,21551.935,23348.08,18798.387
"1103",0,37,15,1,0,0,0,21551.935,17732.719,19210.161
"1104",0,40,12,0,0,1,0,21551.935,31032.258,19693.548
"1105",0,37,12,0,0,1,0,21551.935,44331.797,19693.548
"1106",0,48,12,0,0,1,0,21551.935,0,20230.645
"1107",0,43,12,0,0,1,0,21551.935,19210.445,20588.71
"1108",0,26,16,0,0,1,0,21551.935,28815.668,20588.71
"1109",0,29,12,0,0,1,0,21551.935,19949.309,20588.71
"1110",0,27,12,0,0,1,0,21551.935,23052.535,21120.435
"1111",0,22,14,0,0,1,0,21551.935,23200.307,21483.871
"1112",0,23,12,0,0,1,0,21551.935,26599.078,21483.871
"1113",0,21,12,0,0,1,0,21551.935,12534.077,21483.871
"1114",0,36,12,0,0,1,0,21551.935,23643.625,21483.871
"1115",0,26,16,0,0,1,0,21551.935,29492.467,21483.871
"1116",0,33,12,0,0,1,0,21551.935,21427.035,21483.871
"1117",0,37,12,0,0,1,0,21551.935,24382.488,22379.032
"1118",0,29,16,0,0,0,0,21551.935,33248.848,22737.097
"1119",0,25,14,0,0,1,0,21551.935,31505.131,22916.129
"1120",0,27,16,0,0,1,0,21551.935,27633.487,23274.194
"1121",0,41,17,0,0,1,0,21551.935,22904.762,23274.194
"1122",0,29,16,0,0,1,0,21551.935,23643.625,23274.194
"1123",0,34,14,0,0,1,0,21551.935,22165.899,23274.194
"1124",0,45,12,0,0,1,0,21551.935,26633.066,23632.258
"1125",0,41,12,1,0,1,0,21551.935,21427.035,24885.484
"1126",0,35,13,1,0,1,0,21551.935,26423.229,25959.677
"1127",0,23,12,0,0,1,0,21551.935,58665.745,25959.677
"1128",0,43,17,0,0,0,0,21551.935,36943.164,25959.677
"1129",0,21,12,0,0,1,0,21551.935,38420.891,26138.71
"1130",0,22,12,0,0,1,0,21551.935,35465.438,26765.323
"1131",0,25,17,0,0,1,0,21551.935,53937.02,31151.613
"1132",0,23,16,0,0,1,0,21551.935,44331.797,35806.452
"1133",0,28,14,0,0,1,0,21649.898,22165.899,26854.839
"1134",0,44,13,0,0,1,0,21679.287,22165.899,21918.919
"1135",0,23,12,0,0,0,0,21747.862,2216.5899,11413.306
"1136",0,39,14,0,0,1,0,21747.862,18619.355,21841.935
"1137",0,23,12,0,0,1,0,21865.418,25121.352,21483.871
"1138",0,24,14,1,0,1,0,21869.336,18767.127,26353.548
"1139",0,24,13,0,1,1,0,21922.236,35317.665,24742.258
"1140",0,51,12,0,0,1,0,21943.788,24382.488,19156.452
"1141",0,34,12,0,0,1,0,21943.788,21131.49,20409.677
"1142",0,27,12,0,0,1,0,21943.788,18323.81,20588.71
"1143",0,29,17,0,0,1,0,21943.788,22165.899,21752.419
"1144",0,26,14,1,0,1,0,21943.788,36943.164,25959.677
"1145",0,26,13,0,1,1,0,21953.585,25860.215,5671.7419
"1146",0,23,14,0,0,0,0,22139.715,41376.344,18798.387
"1147",0,46,12,0,0,1,0,22139.715,23643.625,22622.516
"1148",0,27,12,0,0,0,0,22139.715,61768.971,25422.581
"1149",0,30,17,1,0,1,0,22139.715,33248.848,27929.032
"1150",0,25,12,1,0,1,0,22139.715,29554.531,33300
"1151",0,27,14,0,0,1,0,22218.086,26599.078,23306.419
"1152",0,27,17,0,0,1,0,22237.678,14777.266,22379.032
"1153",0,50,12,0,0,1,0,22306.253,26876.891,27544.113
"1154",0,50,12,0,0,1,0,22306.253,26876.891,27544.113
"1155",0,50,12,0,0,1,0,22306.253,26876.891,27544.113
"1156",0,48,12,0,0,1,0,22321.927,25399.164,23881.113
"1157",0,24,16,0,0,1,0,22335.642,29037.327,22880.323
"1158",0,25,12,0,1,1,0,22335.642,31032.258,24169.355
"1159",0,37,12,0,0,1,0,22441.442,23269.76,16385.032
"1160",0,37,12,0,0,1,0,22441.442,23269.76,16385.032
"1161",0,29,12,1,0,1,0,22531.568,23643.625,18619.355
"1162",0,27,15,0,0,1,0,22531.568,35465.438,20588.71
"1163",0,41,12,0,1,1,0,22531.568,22165.899,20946.774
"1164",0,29,12,0,0,1,0,22531.568,22165.899,21483.871
"1165",0,27,16,0,0,1,0,22531.568,23643.625,21483.871
"1166",0,44,12,0,0,1,0,22531.568,23643.625,22379.032
"1167",0,26,13,0,0,1,0,22531.568,37238.71,22379.032
"1168",0,34,12,0,0,1,0,22531.568,26599.078,22379.032
"1169",0,20,12,0,0,1,0,22531.568,24382.488,23274.194
"1170",0,43,14,0,0,1,0,22531.568,28520.123,23274.194
"1171",0,47,12,0,1,1,0,22531.568,25564.67,25028.71
"1172",0,31,12,0,0,1,0,22531.568,29554.531,25064.516
"1173",0,33,12,0,0,1,0,22531.568,24973.579,26496.774
"1174",0,24,12,1,0,0,0,22531.568,29554.531,26854.839
"1175",0,27,16,0,0,0,0,22531.568,42854.071,30435.484
"1176",0,23,14,0,0,1,0,22531.568,26599.078,33658.065
"1177",0,27,17,0,0,1,0,22594.265,28815.668,18261.29
"1178",0,50,16,0,0,0,0,22629.532,17732.719,19693.548
"1179",0,22,14,0,0,1,0,22682.432,20688.172,24706.452
"1180",0,31,12,1,0,1,0,22727.495,27781.26,1503.871
"1181",0,34,12,0,0,1,0,22727.495,20688.172,18619.355
"1182",0,28,12,0,0,1,0,22727.495,22904.762,20051.613
"1183",0,26,12,0,0,1,0,22727.495,26599.078,21483.871
"1184",0,46,12,0,0,1,0,22727.495,22904.762,21841.935
"1185",0,27,17,0,0,1,0,22727.495,24086.943,22379.032
"1186",0,47,13,0,0,1,0,22727.495,24382.488,22558.065
"1187",0,29,17,0,0,1,0,22923.422,27042.396,21483.871
"1188",0,24,16,0,0,0,0,22923.422,26451.306,22379.032
"1189",0,30,16,0,0,1,0,22923.422,28076.805,23274.194
"1190",0,23,12,0,0,1,0,22982.2,14777.266,24033.29
"1191",0,27,15,0,0,1,0,23119.348,0,0
"1192",0,25,12,0,0,1,0,23119.348,25195.238,24074.468
"1193",0,26,12,0,0,1,0,23315.275,27633.487,26767.113
"1194",0,26,12,0,0,1,0,23511.202,0,0
"1195",0,25,12,0,0,1,0,23511.202,21279.263,11279.032
"1196",0,32,12,0,0,1,0,23511.202,31032.258,13785.484
"1197",0,32,12,0,1,1,0,23511.202,66497.696,13964.516
"1198",0,50,16,0,0,0,0,23511.202,39973.982,14322.581
"1199",0,25,13,0,0,0,0,23511.202,20850.722,14322.581
"1200",0,33,12,1,0,1,0,23511.202,23643.625,14322.581
"1201",0,27,12,0,0,1,0,23511.202,12738.003,15038.71
"1202",0,28,16,1,0,1,0,23511.202,22018.126,16112.903
"1203",0,28,12,0,0,1,0,23511.202,0,16112.903
"1204",0,38,12,0,0,1,0,23511.202,30293.395,16112.903
"1205",0,31,12,0,0,1,0,23511.202,22165.899,17903.226
"1206",0,28,12,0,0,1,0,23511.202,36943.164,18798.387
"1207",0,43,12,1,0,1,0,23511.202,13559.619,19421.419
"1208",0,37,17,1,0,1,0,23511.202,76841.782,19693.548
"1209",0,37,17,1,0,1,0,23511.202,76841.782,19693.548
"1210",0,23,12,0,0,1,0,23511.202,18914.9,19854.677
"1211",0,55,12,0,0,1,0,23511.202,22165.899,20588.71
"1212",0,34,17,0,0,1,0,23511.202,23421.966,20588.71
"1213",0,28,17,0,0,1,0,23511.202,69453.149,20946.774
"1214",0,31,14,0,0,1,0,23511.202,27830.025,21483.871
"1215",0,28,12,0,0,1,0,23511.202,23643.625,21483.871
"1216",0,25,12,0,1,1,0,23511.202,25121.352,21483.871
"1217",0,54,15,0,0,1,0,23511.202,59109.063,21483.871
"1218",0,42,12,1,0,0,0,23511.202,22165.899,21483.871
"1219",0,35,12,0,0,1,0,23511.202,29554.531,21483.871
"1220",0,27,13,0,0,0,0,23511.202,22165.899,21483.871
"1221",0,45,12,0,0,1,0,23511.202,0,21483.871
"1222",0,26,12,1,0,1,0,23511.202,31623.349,21483.871
"1223",0,28,16,0,0,1,0,23511.202,11821.813,21483.871
"1224",0,30,16,0,0,1,0,23511.202,22165.899,21483.871
"1225",0,24,12,0,1,1,0,23511.202,23052.535,21483.871
"1226",0,26,14,0,0,1,0,23511.202,22165.899,22020.968
"1227",0,35,14,0,0,1,0,23511.202,22165.899,22379.032
"1228",0,42,17,0,0,1,0,23511.202,0,22379.032
"1229",0,42,17,0,0,1,0,23511.202,0,22379.032
"1230",0,28,16,0,0,1,0,23511.202,27337.942,22379.032
"1231",0,28,12,0,0,1,0,23511.202,29554.531,22379.032
"1232",0,27,14,0,0,1,0,23511.202,23531.318,22558.065
"1233",0,35,16,0,0,1,0,23511.202,21834.888,22737.097
"1234",0,55,12,0,0,1,0,23511.202,17732.719,22916.129
"1235",0,36,14,0,0,1,0,23511.202,33248.848,23274.194
"1236",0,42,16,0,1,1,0,23511.202,29554.531,23274.194
"1237",0,22,12,0,0,1,0,23511.202,26155.76,23274.194
"1238",0,33,12,1,0,1,0,23511.202,36943.164,23274.194
"1239",0,38,12,0,0,1,0,23511.202,25121.352,23274.194
"1240",0,48,16,0,0,1,0,23511.202,39898.618,23274.194
"1241",0,48,16,0,0,1,0,23511.202,39898.618,23274.194
"1242",0,25,13,0,0,1,0,23511.202,26007.988,23456.806
"1243",0,23,14,0,0,1,0,23511.202,31032.258,24169.355
"1244",0,31,16,0,0,1,0,23511.202,28963.441,24706.452
"1245",0,26,12,0,0,1,0,23511.202,26599.078,24885.484
"1246",0,32,12,0,0,1,0,23511.202,26599.078,25064.516
"1247",0,29,13,0,0,1,0,23511.202,0,25064.516
"1248",0,29,13,0,0,1,0,23511.202,0,25064.516
"1249",0,30,16,0,0,1,0,23511.202,27042.396,25243.548
"1250",0,47,14,1,0,1,0,23511.202,23974.636,25565.806
"1251",0,51,12,1,0,1,0,23511.202,25121.352,25601.613
"1252",0,26,14,0,0,1,0,23511.202,31032.258,25780.645
"1253",0,32,16,0,0,1,0,23511.202,35465.438,25959.677
"1254",0,35,14,0,0,1,0,23511.202,29554.531,26496.774
"1255",0,35,14,0,0,1,0,23511.202,29554.531,26496.774
"1256",0,54,12,0,0,1,0,23511.202,2049.6068,26854.839
"1257",0,55,12,0,0,1,0,23511.202,26599.078,26854.839
"1258",0,55,12,0,0,1,0,23511.202,26599.078,26854.839
"1259",0,38,12,0,0,1,0,23511.202,29554.531,26854.839
"1260",0,25,12,0,0,0,0,23511.202,18176.037,26854.839
"1261",0,30,12,0,0,1,0,23511.202,32509.985,28645.161
"1262",0,25,17,0,0,1,0,23511.202,28076.805,29003.226
"1263",0,39,12,0,0,0,0,23511.202,15516.129,31509.677
"1264",0,28,14,0,0,1,0,23511.202,36943.164,32225.806
"1265",0,47,12,1,0,1,0,23511.202,17732.719,32225.806
"1266",0,39,17,0,0,1,0,23511.202,32509.985,35448.387
"1267",0,49,12,0,0,1,0,23511.202,23643.625,35806.452
"1268",0,21,12,0,0,1,0,23511.202,0,50129.032
"1269",0,31,14,0,0,1,0,23707.128,23939.171,20767.742
"1270",0,27,12,0,0,1,0,23707.128,33987.711,21483.871
"1271",0,37,12,0,0,1,0,23707.128,22904.762,22200
"1272",0,51,12,0,0,1,0,23707.128,19411.416,22379.032
"1273",0,29,12,0,0,1,0,23707.128,28076.805,26854.839
"1274",0,27,14,0,0,1,0,23707.128,23200.307,29540.323
"1275",0,24,13,0,0,1,0,23903.055,449.22888,1790.3226
"1276",0,32,12,0,0,1,0,23903.055,12412.903,24812.081
"1277",0,31,17,0,0,1,0,23903.055,27042.396,25601.613
"1278",0,46,12,0,0,0,0,23918.729,0,12532.258
"1279",0,40,15,0,1,1,0,24001.018,26599.078,23274.194
"1280",0,27,16,0,0,1,0,24098.982,36204.301,7161.2903
"1281",0,27,17,0,0,1,0,24098.982,25860.215,22200
"1282",0,28,14,0,0,1,0,24098.982,27337.942,22379.032
"1283",0,29,17,0,0,1,0,24098.982,23643.625,24527.419
"1284",0,36,13,0,0,1,0,24098.982,25564.67,25064.516
"1285",0,23,12,0,0,1,0,24098.982,17437.174,26854.839
"1286",0,28,12,0,0,1,0,24294.908,21427.035,18261.29
"1287",0,28,12,0,0,1,0,24383.075,19210.445,15217.742
"1288",0,34,12,0,0,1,0,24486.916,22904.762,22200
"1289",0,41,12,0,0,1,0,24490.835,22165.899,14322.581
"1290",0,25,13,0,0,1,0,24490.835,0,18261.29
"1291",0,45,12,0,0,1,0,24490.835,10639.631,21483.871
"1292",0,45,12,1,0,1,0,24490.835,28076.805,21483.871
"1293",0,41,12,0,0,1,0,24490.835,33987.711,21483.871
"1294",0,35,16,0,0,0,0,24490.835,24825.806,21841.935
"1295",0,35,13,1,0,1,0,24490.835,25121.352,23274.194
"1296",0,29,16,0,0,1,0,24490.835,25860.215,23453.226
"1297",0,28,13,0,0,1,0,24490.835,23495.853,23868.581
"1298",0,35,13,0,0,1,0,24490.835,22165.899,23990.323
"1299",0,35,16,0,0,1,0,24490.835,25638.556,24169.355
"1300",0,30,12,0,0,1,0,24490.835,29554.531,25064.516
"1301",0,29,12,0,0,1,0,24490.835,28076.805,25064.516
"1302",0,26,14,1,0,1,0,24490.835,26643.41,25717.984
"1303",0,28,16,0,0,1,0,24490.835,45809.524,26460.968
"1304",0,30,16,0,0,1,0,24490.835,38420.891,26854.839
"1305",0,26,17,0,0,0,0,24490.835,29702.304,26854.839
"1306",0,22,13,0,0,1,0,24490.835,39159.754,26854.839
"1307",0,22,12,0,0,1,0,24490.835,25121.352,26854.839
"1308",0,26,16,0,0,0,0,24490.835,9605.2227,27750
"1309",0,43,12,1,0,1,0,24490.835,35465.438,29355.919
"1310",0,43,13,1,0,1,0,24490.835,39898.618,34016.129
"1311",0,48,16,0,0,1,0,24663.251,25121.352,18082.258
"1312",0,45,12,0,0,1,0,24686.762,27929.032,15217.742
"1313",0,27,12,1,0,1,0,24686.762,22609.217,22558.065
"1314",0,44,17,0,0,1,0,24686.762,23348.08,23274.194
"1315",0,26,16,0,0,1,0,24686.762,29554.531,25422.581
"1316",0,54,16,0,0,1,0,24686.762,26451.306,26854.839
"1317",0,54,16,0,0,1,0,24686.762,26451.306,26854.839
"1318",0,54,16,0,0,1,0,24686.762,26451.306,26854.839
"1319",0,29,12,0,0,1,0,24686.762,24382.488,27750
"1320",0,22,12,0,0,1,0,24765.132,34320.2,21594.871
"1321",0,39,17,0,0,1,0,24823.91,27061.607,25064.516
"1322",0,35,16,0,0,1,0,24882.688,36943.164,24527.419
"1323",0,44,12,0,0,1,0,24882.688,25121.352,27929.032
"1324",0,32,16,0,0,1,0,24980.652,26599.078,25064.516
"1325",0,27,17,0,0,1,0,25078.615,24530.261,19693.548
"1326",0,27,17,0,0,1,0,25078.615,24530.261,19693.548
"1327",0,26,12,0,0,1,0,25078.615,26599.078,23274.194
"1328",0,46,12,0,0,1,0,25078.615,26780.839,24169.355
"1329",0,25,16,0,0,0,0,25078.615,30145.622,25601.613
"1330",0,35,12,0,0,1,0,25078.615,29554.531,26854.839
"1331",0,33,16,0,0,1,0,25078.615,24448.986,26854.839
"1332",0,26,16,0,0,1,0,25078.615,36943.164,30793.548
"1333",0,26,12,1,0,1,0,25088.411,29554.531,23274.194
"1334",0,20,12,0,0,1,0,25294.134,25121.352,18798.387
"1335",0,49,12,0,0,1,0,25470.468,20244.854,17953.355
"1336",0,25,13,0,0,1,0,25470.468,23643.625,18798.387
"1337",0,28,12,1,0,0,0,25470.468,26599.078,19693.548
"1338",0,28,13,0,0,1,0,25470.468,26599.078,19693.548
"1339",0,35,12,1,0,1,0,25470.468,26599.078,21483.871
"1340",0,27,12,0,0,0,0,25470.468,25121.352,21483.871
"1341",0,44,12,0,0,1,0,25470.468,25634.123,21483.871
"1342",0,23,12,0,1,1,0,25470.468,32509.985,21483.871
"1343",0,32,12,1,0,1,0,25470.468,31771.121,22379.032
"1344",0,24,12,0,0,1,0,25470.468,25121.352,22737.097
"1345",0,27,12,0,0,1,0,25470.468,31032.258,23095.161
"1346",0,46,12,0,0,1,0,25470.468,29554.531,23274.194
"1347",0,31,12,0,0,1,0,25470.468,22165.899,23274.194
"1348",0,27,15,1,0,0,0,25470.468,29554.531,24169.355
"1349",0,51,16,0,0,0,0,25470.468,12708.449,24169.355
"1350",0,43,12,1,0,1,0,25470.468,25121.352,25064.516
"1351",0,32,16,1,0,1,0,25470.468,30145.622,25422.581
