internet,male,age,age2,log_expense,Edu_years,caucasian,employed,tvcable,bussines,studying,children,numpeople,single,strat2,strat3,strat4,strat5,strat6
0,0,32,1024,6.035351903,15,0,1,0,0,1,1,5,0,0,1,0,0,0
0,1,80,6400,5.054522602,0,0,0,1,0,0,0,2,0,0,1,0,0,0
0,0,52,2704,6.258495425,12,0,1,1,0,0,0,3,1,0,1,0,0,0
0,1,51,2601,5.565348264,6,0,0,1,0,0,0,3,0,1,0,0,0,0
0,0,22,484,5.901820544,6,0,0,0,0,1,1,4,0,1,0,0,0,0
0,1,23,529,5.827712564,12,0,1,0,0,0,0,1,1,1,0,0,0,0
0,1,25,625,5.901820544,12,0,1,0,0,1,2,4,0,0,0,0,0,0
0,0,34,1156,5.747669782,6,0,1,0,0,1,1,2,1,0,0,0,0,0
0,1,48,2304,5.747669782,0,1,1,0,0,0,0,3,0,0,0,0,0,0
0,1,69,4761,5.901820544,6,0,0,0,0,0,1,6,0,0,0,0,0,0
0,1,54,2916,5.747669782,12,0,1,0,0,0,1,3,0,0,0,0,0,0
0,0,50,2500,5.342204722,6,0,0,0,0,0,0,2,1,1,0,0,0,0
0,0,28,784,5.342204722,12,0,1,0,0,1,3,4,1,1,0,0,0,0
1,1,35,1225,6.728499083,17,0,1,1,0,1,2,4,0,0,0,0,0,0
0,0,38,1444,5.565348264,6,0,1,0,0,1,3,4,1,0,0,0,0,0
0,1,45,2025,5.29091141,6,0,0,0,0,0,1,5,0,0,0,0,0,0
0,0,41,1681,5.054522602,12,1,1,1,0,0,0,1,1,1,0,0,0,0
0,1,60,3600,6.035351903,6,0,0,1,0,0,0,4,0,1,0,0,0,0
0,0,54,2916,5.565348264,6,0,0,0,0,1,0,3,1,1,0,0,0,0
0,1,70,4900,6.440816963,6,0,0,1,0,1,3,11,0,1,0,0,0,0
0,1,46,2116,6.663960578,12,1,1,0,0,1,1,3,0,1,0,0,0,0
0,1,52,2704,5.901820544,6,0,1,1,0,1,0,5,0,0,0,0,0,0
0,0,46,2116,5.565348264,6,0,1,1,1,1,1,5,0,1,0,0,0,0
1,1,45,2025,5.901820544,0,0,1,1,0,0,2,6,0,1,0,0,0,0
0,0,33,1089,5.459987731,12,0,1,0,0,1,3,4,1,0,0,0,0,0
0,0,57,3249,5.660658423,0,0,0,1,0,0,1,4,1,1,0,0,0,0
0,1,22,484,5.747669782,0,0,1,1,0,0,1,5,0,1,0,0,0,0
0,1,58,3364,5.970813397,0,0,1,1,0,1,2,6,0,1,0,0,0,0
0,0,55,3025,5.901820544,0,1,0,0,0,1,0,3,1,1,0,0,0,0
0,1,57,3249,6.353805603,12,0,0,1,1,0,1,4,0,1,0,0,0,0
0,1,34,1156,6.440816963,12,0,1,1,0,1,2,4,0,1,0,0,0,0
0,0,43,1849,5.747669782,12,0,1,1,1,1,1,4,0,1,0,0,0,0
0,0,48,2304,5.747669782,15,0,1,1,0,1,1,3,1,1,0,0,0,0
0,1,45,2025,6.663960578,6,0,1,1,0,1,2,4,0,0,1,0,0,0
1,1,47,2209,6.153134933,12,0,1,1,0,1,1,4,0,0,1,0,0,0
1,1,60,3600,6.153134933,6,0,1,1,0,0,0,5,0,1,0,0,0,0
0,0,43,1849,6.258495425,12,0,1,0,0,0,2,3,1,0,1,0,0,0
0,1,24,576,5.747669782,12,0,1,0,0,0,0,3,1,0,1,0,0,0
1,1,39,1521,6.153134933,12,0,1,1,0,1,2,5,0,0,1,0,0,0
0,1,85,7225,6.258495425,6,0,0,1,0,0,0,1,1,0,1,0,0,0
0,1,59,3481,6.440816963,6,0,1,0,0,1,3,8,0,0,1,0,0,0
0,1,69,4761,5.747669782,6,0,0,1,0,0,0,3,0,0,1,0,0,0
0,1,64,4096,5.565348264,6,0,0,1,0,0,0,3,0,0,1,0,0,0
0,1,78,6084,6.951642587,6,0,0,1,1,1,0,4,0,0,1,0,0,0
0,0,52,2704,6.258495425,0,0,1,0,0,1,3,5,1,0,1,0,0,0
0,0,70,4900,6.258495425,12,0,0,0,0,0,0,6,1,0,1,0,0,0
1,0,48,2304,6.258495425,6,0,1,1,0,1,0,4,1,0,1,0,0,0
0,1,54,2916,6.258495425,17,0,0,1,0,0,0,1,1,0,1,0,0,0
0,0,45,2025,5.459987731,6,0,1,1,0,1,1,3,1,0,1,0,0,0
0,1,47,2209,5.623617173,12,0,1,0,0,1,1,3,0,0,1,0,0,0
1,1,64,4096,6.728499083,0,0,0,1,0,1,2,6,0,0,1,0,0,0
0,1,78,6084,6.258495425,12,0,0,1,0,1,0,10,0,0,1,0,0,0
0,0,29,841,5.901820544,15,0,1,1,0,0,0,2,1,0,1,0,0,0
1,0,38,1444,7.357107759,17,1,0,1,0,1,0,5,1,0,1,0,0,0
1,0,43,1849,6.258495425,0,1,0,1,0,1,0,4,1,0,1,0,0,0
0,0,50,2500,6.035351903,6,0,1,1,0,1,2,4,1,0,1,0,0,0
1,1,55,3025,6.520859759,12,0,1,1,0,1,1,4,0,0,1,0,0,0
0,0,52,2704,5.565348264,6,0,0,0,0,0,0,4,1,1,0,0,0,0
0,0,52,2704,5.565348264,6,0,0,0,0,0,0,3,1,1,0,0,0,0
0,1,41,1681,6.951642587,12,0,1,1,1,1,1,3,0,1,0,0,0,0
0,0,39,1521,6.035351903,0,0,1,1,0,1,2,6,1,1,0,0,0,0
0,0,43,1849,5.747669782,6,0,0,0,0,1,2,4,0,1,0,0,0,0
0,1,31,961,5.901820544,6,0,1,1,0,1,1,4,0,0,1,0,0,0
0,1,45,2025,5.901820544,6,0,1,1,0,1,1,2,1,0,1,0,0,0
0,1,40,1600,6.035351903,15,0,1,1,0,1,3,5,0,0,1,0,0,0
1,0,32,1024,7.174786176,17,1,1,1,1,0,0,1,1,0,0,1,0,0
1,1,54,2916,6.994223117,6,1,0,1,0,1,0,4,0,0,0,1,0,0
1,1,34,1156,6.951642587,17,1,1,1,0,1,1,3,0,0,0,1,0,0
1,1,37,1369,6.951642587,20,0,1,1,0,0,0,1,1,0,0,0,0,1
0,0,37,1369,6.258495425,12,0,1,0,0,1,3,5,0,0,1,0,0,0
0,1,52,2704,6.035351903,17,0,1,1,0,1,1,4,0,0,1,0,0,0
1,0,60,3600,6.951642587,6,0,0,1,0,0,0,3,1,0,0,1,0,0
0,0,37,1369,5.747669782,20,0,1,0,0,0,0,2,1,0,1,0,0,0
0,1,75,5625,6.258495425,6,0,1,1,0,0,0,2,1,0,1,0,0,0
0,1,21,441,6.728499083,12,0,0,0,0,1,0,4,1,0,1,0,0,0
1,1,46,2116,6.520859759,12,0,1,1,0,1,0,3,0,0,1,0,0,0
0,0,53,2809,6.728499083,17,0,0,1,0,1,0,2,1,0,1,0,0,0
1,1,58,3364,6.258495425,12,0,1,1,0,0,0,5,0,0,1,0,0,0
0,1,72,5184,6.951642587,17,0,0,1,0,1,0,5,0,0,0,1,0,0
1,1,45,2025,6.663960578,17,0,1,1,0,0,0,3,1,0,0,1,0,0
0,1,35,1225,6.258495425,12,0,1,0,1,1,2,4,0,1,0,0,0,0
0,1,41,1681,5.747669782,12,0,1,1,0,1,0,2,0,0,1,0,0,0
1,0,22,484,6.663960578,17,0,1,1,0,0,0,2,1,0,1,0,0,0
0,1,28,784,6.09597651,12,0,1,1,0,1,2,5,0,1,0,0,0,0
0,1,32,1024,6.728499083,12,0,1,0,1,1,2,4,0,1,0,0,0,0
1,1,40,1600,6.153134933,6,0,1,1,0,1,1,5,0,0,1,0,0,0
1,1,40,1600,6.035351903,15,0,1,1,1,1,3,5,0,0,1,0,0,0
1,0,38,1444,7.357107759,15,0,1,1,0,1,2,4,0,0,1,0,0,0
1,0,35,1225,6.951642587,15,0,1,1,0,1,1,7,1,0,1,0,0,0
0,0,58,3364,5.901820544,15,0,0,1,0,0,0,2,1,0,1,0,0,0
0,1,67,4489,6.663960578,12,0,0,1,0,1,1,4,0,0,1,0,0,0
1,1,29,841,6.951642587,17,0,1,1,0,0,1,3,0,0,0,1,0,0
1,1,70,4900,6.258495425,12,0,0,1,0,0,0,3,0,0,0,1,0,0
0,1,73,5329,5.827712564,0,0,0,0,0,0,0,2,0,0,0,1,0,0
1,0,64,4096,6.663960578,17,0,0,1,0,1,0,6,0,0,0,1,0,0
0,1,29,841,6.035351903,15,0,0,0,0,0,1,3,0,0,0,1,0,0
1,1,47,2209,6.258495425,12,0,1,1,0,1,0,3,0,0,1,0,0,0
0,1,45,2025,6.258495425,12,0,0,0,0,1,1,3,0,0,0,1,0,0
0,0,72,5184,5.208673364,6,1,0,1,0,0,0,1,1,0,0,1,0,0
1,0,75,5625,6.440816963,6,0,0,0,0,0,0,2,1,0,0,1,0,0
0,1,68,4624,5.559128965,12,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,35,1225,6.728499083,12,0,0,1,0,1,2,5,0,0,0,1,0,0
1,1,62,3844,6.951642587,0,1,1,1,0,1,1,3,0,0,0,1,0,0
1,1,30,900,7.174786176,20,0,1,1,0,0,0,4,0,0,0,1,0,0
0,0,78,6084,6.258495425,0,1,0,1,0,1,1,3,0,0,0,1,0,0
0,0,68,4624,6.258495425,6,0,0,1,0,0,0,3,1,0,0,0,1,0
1,1,50,2500,6.258495425,17,0,1,1,1,1,2,4,0,0,0,0,1,0
1,1,71,5041,7.357107759,17,0,0,1,0,1,1,5,0,0,0,0,1,0
0,1,50,2500,5.565348264,6,0,1,0,0,0,0,1,1,0,1,0,0,0
1,1,64,4096,6.846282103,17,1,0,1,0,0,0,1,1,0,0,0,1,0
1,1,69,4761,6.951642587,17,1,0,1,0,0,0,2,0,0,0,0,1,0
0,0,37,1369,5.747669782,6,0,1,0,1,1,1,2,1,0,1,0,0,0
0,0,65,4225,6.663960578,0,0,0,1,0,0,0,1,1,0,0,1,0,0
1,1,28,784,6.789123702,15,0,1,0,0,0,0,1,1,0,0,1,0,0
1,1,51,2601,6.900349322,12,1,0,1,0,0,0,5,0,0,0,0,1,0
0,1,81,6561,6.951642587,12,0,0,1,0,0,0,3,0,0,0,0,1,0
1,1,30,900,7.174786176,17,1,1,1,0,0,0,1,1,0,0,0,1,0
0,0,69,4761,6.663960578,12,0,0,1,0,0,0,1,1,0,0,0,1,0
0,0,91,8281,6.951642587,12,0,0,0,0,0,0,1,1,0,0,0,1,0
1,0,42,1764,7.174786176,12,0,0,1,0,1,0,6,1,0,0,0,1,0
0,1,50,2500,7.288114864,17,0,1,1,0,1,1,7,0,0,0,0,1,0
1,1,27,729,7.357107759,17,0,1,1,0,0,0,2,0,0,0,0,1,0
1,0,67,4489,7.511258457,12,0,0,1,0,0,0,3,1,0,0,0,1,0
1,1,39,1521,6.258495425,15,0,1,1,1,0,0,2,0,0,0,0,1,0
1,1,62,3844,7.511258457,17,0,0,1,1,1,2,4,0,0,0,0,1,0
1,1,35,1225,6.951642587,17,0,1,1,0,1,1,3,0,0,0,0,1,0
1,1,53,2809,6.663960578,15,1,0,1,0,0,0,5,0,0,0,0,1,0
1,0,28,784,7.357107759,17,1,1,1,0,0,0,2,1,0,0,0,1,0
0,1,45,2025,6.663960578,12,0,1,1,0,1,0,5,0,0,0,0,1,0
1,1,76,5776,7.357107759,12,0,0,1,0,0,0,3,0,0,0,0,1,0
1,1,65,4225,7.357107759,6,0,1,1,0,0,0,4,0,0,0,0,1,0
1,1,60,3600,7.174786176,15,0,1,1,0,0,0,3,0,0,0,1,0,0
1,1,54,2916,7.357107759,17,0,1,1,0,1,2,4,1,0,0,0,1,0
0,0,48,2304,7.357107759,12,0,1,0,0,1,0,2,1,0,0,0,1,0
0,0,56,3136,6.440816963,6,0,0,0,0,0,0,2,1,0,0,1,0,0
1,0,39,1521,7.357107759,20,0,1,1,0,0,0,2,0,0,0,0,1,0
1,1,54,2916,6.951642587,12,0,1,1,0,1,1,4,0,0,0,0,1,0
1,1,56,3136,6.258495425,17,1,1,1,0,1,0,4,0,0,0,0,1,0
1,1,58,3364,6.951642587,12,1,1,1,0,1,0,3,0,0,0,0,1,0
1,1,36,1296,7.357107759,15,1,1,1,0,1,1,4,0,0,0,1,0,0
1,1,55,3025,6.951642587,12,0,1,1,0,1,2,4,0,0,0,1,0,0
0,1,66,4356,7.174786176,12,1,0,1,0,0,0,2,0,0,0,1,0,0
1,0,55,3025,6.951642587,12,0,0,1,0,0,0,4,1,0,0,1,0,0
0,0,67,4489,5.054522602,12,1,0,1,0,1,1,4,1,0,0,0,1,0
1,0,43,1849,6.951642587,15,0,0,1,0,0,0,2,1,0,0,1,0,0
1,1,60,3600,7.357107759,17,0,1,1,0,1,1,6,0,0,0,1,0,0
1,1,56,3136,6.663960578,6,0,1,1,0,1,2,4,0,0,0,1,0,0
0,0,73,5329,6.663960578,6,1,0,0,0,0,0,2,1,0,0,0,1,0
1,1,62,3844,6.440816963,6,1,1,1,0,1,0,4,1,0,1,0,0,0
1,1,78,6084,7.174786176,6,0,0,1,0,1,3,9,0,0,1,0,0,0
0,0,87,7569,6.663960578,12,0,0,1,0,0,0,4,1,0,0,1,0,0
1,0,58,3364,6.153134933,15,0,0,1,0,1,1,6,1,0,0,1,0,0
0,0,54,2916,5.747669782,12,0,1,1,0,0,0,2,1,0,0,1,0,0
1,0,59,3481,6.258495425,17,0,0,1,0,1,0,3,1,0,1,0,0,0
1,0,65,4225,6.951642587,6,1,0,1,0,0,0,2,1,0,0,1,0,0
0,1,48,2304,6.663960578,6,0,1,0,0,1,0,7,1,0,0,1,0,0
0,0,53,2809,6.035351903,6,1,0,1,0,0,0,2,1,0,1,0,0,0
1,1,52,2704,6.663960578,12,0,1,0,0,1,2,6,1,0,1,0,0,0
0,0,63,3969,6.663960578,6,0,0,1,0,1,0,4,0,0,1,0,0,0
1,1,53,2809,6.846282103,17,0,1,1,1,1,1,5,0,0,1,0,0,0
0,0,65,4225,6.258495425,12,0,0,1,0,0,0,3,1,0,0,1,0,0
1,1,65,4225,6.258495425,6,0,0,1,0,0,0,3,0,0,0,1,0,0
0,1,57,3249,6.035351903,0,0,1,1,0,0,2,5,0,0,1,0,0,0
1,1,75,5625,6.035351903,15,0,1,1,0,0,0,3,1,0,1,0,0,0
0,1,65,4225,6.207202142,12,0,0,1,0,0,0,3,0,0,0,1,0,0
0,1,64,4096,6.663960578,0,1,0,1,1,1,1,4,0,0,0,1,0,0
1,0,64,4096,6.594967711,12,0,0,1,0,1,3,8,1,0,0,1,0,0
1,1,70,4900,6.951642587,6,0,0,1,0,1,1,6,0,0,0,1,0,0
1,1,52,2704,6.258495425,12,0,1,1,0,1,2,5,0,0,0,1,0,0
1,1,55,3025,6.846282103,12,0,1,1,0,1,1,4,0,0,0,1,0,0
1,1,74,5476,6.728499083,17,0,0,1,0,0,0,3,0,0,0,0,1,0
1,1,60,3600,6.951642587,17,0,1,1,0,1,0,4,0,0,0,0,1,0
0,0,74,5476,5.901820544,12,0,0,1,0,0,0,2,1,0,0,0,1,0
1,1,52,2704,6.663960578,17,1,1,1,0,0,0,3,1,0,0,0,1,0
1,0,77,5929,6.951642587,12,0,0,1,0,1,1,6,1,0,0,1,0,0
1,1,49,2401,7.214006939,20,0,0,1,0,1,2,4,0,0,0,0,1,0
0,0,86,7396,7.357107759,6,0,0,1,0,0,0,8,1,0,0,0,1,0
1,1,41,1681,7.357107759,17,0,0,1,0,1,2,4,0,0,0,0,1,0
0,1,51,2601,6.663960578,0,0,1,0,0,1,1,7,0,1,0,0,0,0
0,1,66,4356,5.342204722,6,0,1,0,0,1,1,5,0,1,0,0,0,0
1,1,50,2500,6.846282103,12,0,1,1,0,1,1,4,0,0,1,0,0,0
1,0,42,1764,6.951642587,12,0,1,0,0,1,1,4,0,0,1,0,0,0
0,1,50,2500,6.728499083,12,0,1,1,0,1,1,6,0,0,0,1,0,0
1,1,52,2704,6.951642587,17,0,0,0,0,1,0,4,0,0,0,0,1,0
0,0,55,3025,6.258495425,12,1,0,0,0,0,0,2,1,0,0,0,1,0
1,0,62,3844,6.951642587,12,0,0,1,0,0,0,4,1,0,0,0,1,0
0,0,59,3481,6.440816963,0,0,0,0,0,1,4,11,0,0,0,0,0,0
0,1,26,676,5.747669782,12,1,1,0,0,1,2,4,0,0,0,0,0,0
0,1,54,2916,6.153134933,0,0,1,0,0,0,0,2,0,0,0,0,0,0
0,1,35,1225,5.747669782,6,0,1,1,0,1,0,3,0,0,1,0,0,0
1,0,75,5625,7.174786176,0,1,0,1,0,0,0,2,1,0,0,1,0,0
1,0,59,3481,6.663960578,12,0,0,1,0,1,1,3,0,0,1,0,0,0
0,1,66,4356,6.035351903,6,0,1,1,0,0,0,3,0,1,0,0,0,0
1,1,56,3136,6.440816963,6,0,1,1,0,1,0,4,0,0,1,0,0,0
1,1,55,3025,6.440816963,6,0,0,1,0,1,1,5,0,0,1,0,0,0
0,1,43,1849,5.565348264,6,0,0,0,0,1,3,5,0,0,0,0,0,0
0,0,20,400,4.649057589,6,0,1,0,0,0,1,2,1,0,0,0,0,0
0,0,36,1296,6.440816963,6,0,1,1,0,1,7,10,0,0,0,0,0,0
0,1,54,2916,6.035351903,0,0,1,1,0,1,1,4,0,0,0,0,0,0
0,1,38,1444,5.747669782,6,0,0,0,0,1,2,5,0,1,0,0,0,0
1,0,21,441,6.258495425,12,0,1,1,0,1,0,4,1,0,1,0,0,0
0,1,39,1521,6.035351903,6,0,0,0,0,1,2,6,0,0,1,0,0,0
0,1,40,1600,6.663960578,12,0,1,0,0,1,2,4,0,0,0,1,0,0
1,0,56,3136,6.258495425,6,0,0,1,0,1,0,5,0,1,0,0,0,0
0,0,46,2116,5.660658423,0,0,0,1,0,1,4,6,0,1,0,0,0,0
0,1,35,1225,7.174786176,17,0,1,0,0,0,1,3,0,0,0,1,0,0
1,0,47,2209,5.342204722,12,1,1,1,0,1,1,2,1,1,0,0,0,0
1,1,41,1681,5.747669782,15,1,1,1,0,1,1,3,0,0,1,0,0,0
0,1,27,729,5.119061147,12,0,1,0,0,0,0,3,1,0,0,0,0,0
0,0,40,1600,6.258495425,12,0,1,1,0,1,1,6,1,0,0,0,0,0
0,1,46,2116,5.747669782,6,0,1,1,0,1,1,4,0,0,0,0,0,0
0,0,24,576,5.747669782,12,0,0,0,0,1,3,4,1,0,0,0,0,0
0,0,67,4489,5.901820544,0,0,0,1,0,1,2,5,1,0,0,0,0,0
0,0,39,1521,5.342204722,6,0,1,1,0,1,3,6,0,0,0,0,0,0
0,1,75,5625,6.258495425,6,0,0,0,0,0,0,2,1,0,0,0,0,0
0,1,71,5041,5.901820544,0,0,0,1,0,1,0,4,0,0,0,0,0,0
0,1,27,729,5.901820544,6,1,1,1,0,1,1,3,0,0,0,0,0,0
0,1,40,1600,5.747669782,0,0,1,1,0,1,2,5,0,1,0,0,0,0
0,1,55,3025,5.565348264,12,0,1,0,1,0,0,2,0,1,0,0,0,0
1,1,73,5329,6.663960578,17,1,1,0,0,0,0,2,0,0,0,0,0,1
1,0,32,1024,7.593496503,17,0,1,1,0,1,1,3,0,0,0,0,1,0
0,1,55,3025,6.258495425,6,0,1,0,0,1,3,8,0,1,0,0,0,0
1,0,63,3969,6.663960578,12,0,0,1,0,0,0,2,1,0,0,0,0,1
0,1,37,1369,6.520859759,6,0,1,1,0,1,2,6,0,0,1,0,0,0
0,1,44,1936,6.663960578,12,0,1,1,0,0,0,2,0,0,1,0,0,0
1,0,50,2500,7.357107759,15,0,1,1,0,0,0,3,1,0,0,0,0,1
1,1,47,2209,6.951642587,15,1,0,0,0,0,0,1,1,0,0,0,1,0
0,1,63,3969,6.258495425,12,0,1,0,0,0,0,1,1,0,0,0,0,1
1,0,54,2916,7.357107759,17,0,1,1,0,0,0,4,1,0,0,0,0,1
1,1,36,1296,7.174786176,17,1,1,1,0,0,0,3,0,0,0,0,0,1
0,0,69,4761,6.663960578,17,0,0,1,0,0,0,1,1,0,0,0,0,1
1,1,65,4225,6.951642587,12,0,1,1,0,1,0,5,0,0,0,0,0,1
1,1,73,5329,7.511258457,17,0,0,1,0,0,0,3,0,0,0,0,0,1
1,1,39,1521,7.511258457,17,0,1,1,0,1,2,4,0,0,0,0,0,1
1,0,61,3721,7.357107759,12,0,0,1,0,0,0,2,1,0,0,0,0,1
1,1,59,3481,7.511258457,20,0,0,1,0,1,0,4,0,0,0,0,1,0
1,1,59,3481,6.74092156,15,0,1,1,0,1,0,3,0,0,0,1,0,0
1,0,64,4096,7.174786176,12,0,1,1,0,0,0,2,1,0,0,0,0,1
0,0,56,3136,6.035351903,15,0,0,0,0,0,0,3,1,0,0,1,0,0
1,1,37,1369,6.951642587,17,0,1,1,0,0,0,3,0,0,0,0,0,1
0,1,54,2916,5.747669782,15,1,1,1,0,0,0,3,0,0,0,0,0,1
1,0,80,6400,6.951642587,12,0,0,1,0,0,0,2,1,0,0,0,1,0
1,1,51,2601,7.511258457,17,0,1,1,0,0,0,2,0,0,0,0,1,0
1,1,57,3249,7.511258457,6,1,1,1,0,0,0,4,0,0,0,0,1,0
0,1,67,4489,6.951642587,12,1,0,1,0,0,0,4,0,0,0,0,0,1
0,0,64,4096,7.593496503,20,1,0,0,0,0,0,1,1,0,0,0,0,1
1,1,37,1369,5.565348264,6,0,1,1,0,1,1,3,0,0,1,0,0,0
0,1,58,3364,5.054522602,0,0,1,0,0,1,1,3,1,0,1,0,0,0
0,0,75,5625,6.258495425,0,0,0,1,0,0,0,4,1,0,1,0,0,0
1,1,50,2500,6.846282103,12,0,1,1,0,1,2,6,0,0,1,0,0,0
1,1,31,961,5.747669782,12,0,1,1,0,0,1,3,0,0,1,0,0,0
0,0,33,1089,6.258495425,12,0,0,0,0,1,3,4,1,0,1,0,0,0
0,1,51,2601,6.663960578,12,0,1,0,0,1,1,5,0,0,0,1,0,0
1,0,77,5929,6.728499083,0,0,0,1,0,1,2,7,0,0,0,1,0,0
0,0,69,4761,6.258495425,6,0,0,1,0,0,0,5,1,0,1,0,0,0
1,1,54,2916,6.846282103,12,1,1,1,0,1,2,5,0,0,0,1,0,0
1,1,51,2601,6.035351903,12,0,1,1,1,0,1,6,0,0,0,1,0,0
1,1,76,5776,6.440816963,15,0,0,1,0,0,0,3,0,0,0,1,0,0
1,1,65,4225,5.747669782,0,0,1,1,0,1,2,6,0,0,1,0,0,0
1,1,82,6724,6.951642587,6,0,1,1,0,1,1,5,0,0,1,0,0,0
0,1,37,1369,6.353805603,12,0,1,1,0,0,1,3,0,0,1,0,0,0
1,1,65,4225,6.440816963,6,0,0,1,0,1,1,3,1,0,1,0,0,0
1,1,71,5041,6.663960578,6,0,0,1,0,0,0,3,0,0,0,1,0,0
1,1,50,2500,5.901820544,12,0,1,1,0,0,0,1,1,0,0,1,0,0
0,0,60,3600,6.258495425,0,0,0,0,0,1,2,5,1,1,0,0,0,0
0,1,30,900,5.747669782,15,0,1,1,0,0,2,4,0,1,0,0,0,0
1,1,59,3481,6.789123702,6,0,0,1,0,1,1,5,0,1,0,0,0,0
0,0,56,3136,5.901820544,12,0,0,1,0,1,1,3,1,1,0,0,0,0
0,1,31,961,5.228475903,12,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,26,676,6.663960578,12,0,1,1,0,1,0,2,1,0,1,0,0,0
0,1,36,1296,6.258495425,6,0,1,0,0,1,2,5,0,0,1,0,0,0
0,0,78,6084,6.663960578,6,1,0,0,0,0,0,1,1,0,1,0,0,0
0,0,44,1936,6.951642587,12,0,1,1,0,1,2,4,0,0,1,0,0,0
1,1,62,3844,6.258495425,15,1,0,1,0,1,0,7,0,0,1,0,0,0
1,1,66,4356,6.335456529,6,0,0,1,0,1,2,6,0,0,1,0,0,0
1,1,53,2809,7.174786176,17,0,0,1,0,0,0,3,0,0,0,1,0,0
1,1,65,4225,7.174786176,15,0,1,1,0,0,0,3,0,0,0,1,0,0
0,1,63,3969,6.951642587,20,0,0,0,0,0,0,2,1,0,0,1,0,0
1,0,50,2500,6.846282103,12,0,1,1,0,1,0,2,1,0,0,0,1,0
0,1,56,3136,7.174786176,12,0,1,0,0,1,0,5,0,0,0,0,1,0
1,1,65,4225,6.440816963,0,0,1,1,0,1,1,3,0,0,0,0,1,0
1,0,48,2304,6.258495425,17,0,0,1,0,1,2,3,1,0,0,0,1,0
1,1,55,3025,7.214006939,12,0,0,1,0,1,1,5,0,0,0,1,0,0
0,0,55,3025,6.153134933,17,0,1,1,0,0,0,2,1,0,0,1,0,0
1,1,40,1600,6.594967711,12,0,1,1,0,1,0,6,0,0,0,1,0,0
1,0,38,1444,7.357107759,15,1,1,1,1,1,2,3,1,0,0,0,1,0
0,0,35,1225,6.258495425,12,0,1,1,1,1,4,6,1,0,1,0,0,0
1,1,90,8100,6.789123702,6,0,0,1,0,1,1,5,0,0,0,1,0,0
1,1,48,2304,6.951642587,12,0,1,1,0,1,1,4,0,0,0,1,0,0
0,1,67,4489,6.520859759,6,0,0,1,0,0,2,6,0,0,1,0,0,0
0,0,84,7056,6.258495425,6,0,0,0,0,0,0,2,1,0,1,0,0,0
1,1,57,3249,6.258495425,12,0,1,1,0,1,2,6,0,0,1,0,0,0
0,0,96,9216,6.258495425,0,0,0,0,0,0,0,6,1,0,1,0,0,0
0,0,57,3249,6.035351903,6,0,1,1,0,1,2,3,1,0,1,0,0,0
0,1,38,1444,6.663960578,6,0,1,0,0,1,2,4,0,0,1,0,0,0
0,0,77,5929,6.258495425,12,0,0,1,0,0,0,2,1,0,1,0,0,0
0,1,85,7225,6.035351903,6,0,0,1,0,0,0,3,1,0,1,0,0,0
0,0,67,4489,6.258495425,6,0,0,0,0,0,0,3,1,0,1,0,0,0
0,0,39,1521,6.258495425,12,0,0,1,0,1,1,4,0,0,1,0,0,0
1,1,34,1156,6.663960578,12,0,1,1,0,1,1,4,0,0,1,0,0,0
0,1,63,3969,6.951642587,12,0,0,1,0,0,0,3,0,0,1,0,0,0
0,0,79,6241,6.035351903,12,1,0,1,0,0,0,4,1,0,0,0,1,0
0,0,45,2025,5.565348264,12,0,1,1,0,1,2,3,1,1,0,0,0,0
1,1,42,1764,7.357107759,17,0,1,1,0,1,2,4,0,0,1,0,0,0
0,1,37,1369,6.520859759,12,0,1,1,0,1,3,6,0,0,1,0,0,0
0,0,38,1444,5.747669782,12,0,1,1,0,1,1,7,1,1,0,0,0,0
0,0,55,3025,5.565348264,6,0,1,1,0,0,1,4,1,1,0,0,0,0
0,1,44,1936,5.970813397,6,0,1,1,0,1,2,4,0,1,0,0,0,0
0,0,38,1444,5.901820544,6,0,1,1,0,1,2,3,1,1,0,0,0,0
0,1,31,961,6.153134933,12,0,1,1,0,0,0,6,1,1,0,0,0,0
0,0,49,2401,5.747669782,12,0,1,1,0,0,0,2,1,0,1,0,0,0
0,1,60,3600,6.440816963,15,0,1,1,0,1,1,6,0,0,1,0,0,0
1,1,34,1156,6.846282103,17,0,1,0,0,1,1,4,1,0,0,1,0,0
1,1,61,3721,6.440816963,17,0,0,1,0,1,0,3,0,0,0,1,0,0
1,1,53,2809,7.357107759,12,0,1,1,0,1,1,5,0,0,0,1,0,0
1,1,57,3249,7.357107759,12,1,1,1,0,1,0,5,0,0,0,1,0,0
1,0,28,784,7.357107759,12,0,0,1,0,1,2,3,0,0,0,0,1,0
1,1,46,2116,6.440816963,6,0,1,1,0,1,1,5,0,0,1,0,0,0
0,0,76,5776,6.258495425,6,0,0,1,0,0,0,3,1,0,0,1,0,0
0,0,49,2401,6.789123702,12,0,0,0,0,0,1,4,1,0,0,1,0,0
1,1,50,2500,6.580578941,17,0,1,1,0,1,0,5,0,0,0,1,0,0
1,0,28,784,6.951642587,12,0,0,1,0,1,2,3,0,0,0,1,0,0
0,0,53,2809,5.747669782,6,0,0,0,0,0,0,3,1,1,0,0,0,0
1,1,46,2116,6.035351903,12,0,0,1,0,1,1,5,0,1,0,0,0,0
