id,IndSocio1,IndSocio2,IndSocio3,Altitude,HouseholdMem,Nrooms,Children,Lnincome,Water,Electricity,Gas,LnPriceWater,LnPriceElect,LnPriceGas
547,1,0,0,0,3,5,1,8.2478456,17,125,21.34,-0.33370528,-1.8021207,-0.43155354
548,1,0,0,0,4,5,1,8.2567272,20,101,15.4,-0.33370528,-1.8021207,-0.43155354
549,0,1,0,0,1,5,0,8.0183563,5,200,1.76,0.078404345,-1.6197991,-0.24923204
550,0,1,0,0,4,4,1,7.3176432,14,116,0,0.078404345,-1.6197991,-0.24923204
551,1,0,0,0,3,3,1,5.8160944,24,366,0,-0.33370528,-1.8021207,-0.43155354
552,1,0,0,1,2,6,0,7.6510973,42,189,0,-0.62598473,-1.7283075,-0.29809263
553,1,0,0,1,1,4,0,6.5892844,26,86,8.1400003,-1.1116781,-1.7288402,-0.29809263
554,1,0,0,1,3,4,1,3.0850546,44,215,0,-1.1116781,-1.7288402,-0.29809263
555,1,0,0,1,1,4,0,6.6829367,39,119,13.64,-1.1116781,-1.7288402,-0.29809263
556,0,1,0,1,2,2,0,6.8260412,16,201,0,-0.706213,-1.5465187,-0.11577111
557,0,1,0,1,4,3,1,6.1262493,16,179,0,-0.706213,-1.5465187,-0.11577111
558,1,0,0,0,3,3,0,7.4623098,15,297,23.76,-0.62701249,-1.9243628,-0.76104993
559,1,0,0,1,3,4,1,4.8251128,11,195,22,-0.23307627,-1.8766443,-0.67739218
560,1,0,0,1,3,4,0,7.7222643,19,166,28.82,-0.23307627,-1.8766443,-0.67739218
561,0,1,0,0,4,4,1,7.9193969,22,366,45.099998,-0.22154741,-1.7420412,-0.57872844
562,1,0,0,1,4,3,1,7.981679,18,177,12.76,-0.22760549,-1.8612965,-0.73570436
563,0,1,0,1,3,4,1,8.1602287,11,213,10.56,0.17785959,-1.6789749,-0.55839533
564,0,1,0,1,3,3,1,7.9729528,18,245,42.68,0.17785959,-1.6789749,-0.55839533
565,0,1,0,1,2,3,1,8.1888838,28,213,7.9200001,0.17785959,-1.6789749,-0.55839533
566,1,0,0,1,1,3,0,7.4553852,3,128,12.76,-0.22760549,-1.8612965,-0.73570436
567,1,0,0,1,3,4,1,8.0581732,18,88,31.9,-0.22760549,-1.8612965,-0.73570436
568,1,0,0,1,3,5,1,8.169632,14,236,26.84,-0.22760549,-1.8612965,-0.73570436
569,1,0,0,1,2,3,0,7.9072475,6,121,14.96,-0.22760549,-1.8612965,-0.73570436
570,1,0,0,1,2,4,0,7.2743568,1,102,28.6,-0.22760549,-1.8612965,-0.73570436
571,1,0,0,1,4,4,1,8.0776997,5,177,19.139999,-0.22760549,-1.8612965,-0.73570436
572,1,0,0,1,3,3,1,7.9185643,12,108,28.6,-0.22760549,-1.8612965,-0.73570436
573,0,1,0,1,4,4,1,8.7289391,18,262,21.34,0.17785959,-1.6789749,-0.55839533
574,1,0,0,1,2,4,0,7.8774762,2,69,19.139999,-0.22760549,-1.8612965,-0.73570436
575,0,1,0,1,1,3,0,7.5041757,3,123,26.620001,0.17785959,-1.6789749,-0.55839533
576,0,1,0,1,1,2,0,7.7576661,4,98,2.6400001,0.17785959,-1.6789749,-0.55839533
577,0,1,0,1,1,2,0,7.2248616,1,155,34.759998,0.17785959,-1.6789749,-0.55839533
578,1,0,0,1,4,3,1,6.4278345,0,0,0,-0.22760549,-1.8612965,-0.73570436
579,1,0,0,1,3,4,1,6.2838225,0,118,0,-0.22760549,-1.8612965,-0.73570436
580,1,0,0,1,2,3,0,6.2838225,0,20,0,-0.22760549,-1.8612965,-0.73570436
581,1,0,0,1,2,3,0,6.5777493,0,255,0,-0.22760549,-1.8612965,-0.73570436
582,1,0,0,1,1,2,0,5.5906754,0,20,0,-0.22760549,-1.8612965,-0.73570436
583,1,0,0,1,3,3,0,6.0534396,0,118,0,-0.22760549,-1.8612965,-0.73570436
584,0,1,0,1,4,2,1,6.2291069,0,0,0,0.17785959,-1.6789749,-0.55839533
585,0,1,0,1,1,3,0,6.8082232,0,98,0,0.17785959,-1.6789749,-0.55839533
586,0,1,0,1,4,4,1,6.5357804,0,0,0,0.17785959,-1.6789749,-0.55839533
587,0,1,0,0,1,4,0,6.714036,18,245,0,-0.057344697,-1.6789749,-0.11577111
588,0,1,0,0,2,3,0,5.9031057,24,90,0,-0.057344697,-1.6789749,-0.11577111
589,0,1,0,0,2,4,0,5.8605461,26,82,0,-0.057344697,-1.6789749,-0.11577111
590,0,0,1,0,2,4,0,5.9439278,4,111,0,0.007193854,-1.6789749,-0.11577111
591,0,0,1,0,2,4,0,7.2248616,23,114,8.5799999,0.007193854,-1.6789749,-0.11577111
592,0,0,1,0,4,4,1,7.5263371,17,79,32.119999,0.007193854,-1.6789749,-0.11577111
593,0,0,1,0,3,5,1,7.8590841,3,20,0,0.007193854,-1.6789749,-0.11577111
594,0,0,1,0,2,4,0,7.5925865,17,114,10.34,0.007193854,-1.6789749,-0.11577111
595,0,0,1,0,2,5,0,7.5125437,7,59,11.66,0.007193854,-1.6789749,-0.11577111
596,0,1,0,0,2,5,0,7.8370399,21,262,17.16,-0.057344697,-1.6789749,-0.11577111
597,0,1,0,0,4,5,1,6.3085709,27,180,23.98,-0.057344697,-1.6789749,-0.11577111
598,0,1,0,0,3,5,1,7.3710442,15,180,13.64,-0.057344697,-1.6789749,-0.11577111
599,0,1,0,0,2,5,0,7.7356873,11,213,0,-0.057344697,-1.6789749,-0.11577111
600,0,1,0,0,2,5,0,5.7207842,5,114,6.8200002,-0.057344697,-1.6789749,-0.11577111
601,0,1,0,0,2,4,0,6.61517,18,82,13.64,-0.057344697,-1.6789749,-0.11577111
602,1,0,0,0,1,4,0,8.5241442,24,88,4.8400002,-0.90201777,-1.7544729,-0.29825708
603,1,0,0,0,3,4,1,5.9031057,25,247,12.32,-0.90201777,-1.7544729,-0.29825708
604,1,0,0,0,1,1,0,4.5496011,0,0,0,-0.90201777,-1.7544729,-0.29825708
605,0,1,0,0,1,2,0,6.3449383,0,118,4.4000001,-0.49655268,-1.5721513,-0.11593556
606,1,0,0,0,3,3,1,5.7364936,15,183,0,-0.90201777,-1.7544729,-0.29825708
607,1,0,0,0,3,4,1,7.2359114,17,185,12.32,-0.36161208,-1.845427,-0.29190397
608,1,0,0,0,1,2,0,6.0059633,11,141,9.0200005,-0.36161208,-1.845427,-0.29190397
609,1,0,0,1,3,3,0,7.2607651,13,142,9.6800003,-0.70193106,-1.801492,-0.59696466
610,1,0,0,1,2,3,0,6.5288959,12,82,5.5,-0.70193106,-1.801492,-0.59696466
611,1,0,0,1,1,3,0,7.2963204,8,148,8.3599997,-0.70193106,-1.801492,-0.59696466
612,1,0,0,1,1,3,0,6.7681031,5,40,3.3,-0.70193106,-1.801492,-0.59696466
613,0,1,0,1,2,5,1,7.0282159,6,193,0,-0.29646596,-1.6191703,-0.41464302
614,0,1,0,1,2,3,1,6.9591584,9,191,5.7199998,-0.29646596,-1.6191703,-0.41464302
615,0,1,0,1,4,4,1,6.924757,11,216,13.42,-0.29646596,-1.6191703,-0.41464302
616,0,1,0,1,2,4,0,7.1225829,9,282,3.52,-0.29646596,-1.6191703,-0.41464302
617,1,0,0,1,1,3,0,3.7665057,3,110,0,-0.23307627,-1.8766443,-0.67739218
618,1,0,0,1,3,4,1,5.027637,9,142,0,-0.23307627,-1.8766443,-0.67739218
619,1,0,0,1,3,4,1,7.1677032,6,136,21.559999,-0.23307627,-1.8766443,-0.67739218
620,1,0,0,1,3,4,1,5.4976406,18,399,9.0200005,-0.23307627,-1.8766443,-0.67739218
621,1,0,0,1,3,3,1,7.001718,21,498,9.6800003,-0.23307627,-1.8766443,-0.67739218
622,1,0,0,0,3,4,1,5.7377234,0,0,0,-0.41508663,-1.9243628,-0.5750339
623,0,1,0,0,5,6,1,6.7672844,0,0,0,-0.07061705,-1.7420412,-0.39271238
624,0,0,1,0,1,5,0,7.2023888,8,495,7.6999998,-0.00607856,-1.7420412,-0.39271238
625,1,0,0,1,2,3,1,7.5290728,26,111,7.9200001,-0.51606953,-1.8052335,-0.95792496
626,1,0,0,0,4,4,1,7.3621211,6,282,33.880001,-0.27016044,-1.8607079,-0.83546948
627,0,1,0,0,6,4,1,7.5822768,3,166,16.719999,0.13530466,-1.6783862,-0.65314794
628,1,0,0,0,1,4,0,6.5092416,2,118,12.76,-0.27016044,-1.8607079,-0.83546948
629,0,1,0,0,3,4,0,8.944581,14,163,16.5,0.043852903,-1.6631055,-0.1875439
630,0,1,0,0,3,3,1,6.3085709,14,161,9.2399998,0.043852903,-1.6631055,-0.1875439
631,0,1,0,0,3,3,0,7.6078539,13,322,14.74,0.043852903,-1.6631055,-0.1875439
632,1,0,0,0,3,3,1,4.1913891,0,0,0,-0.36161208,-1.845427,-0.29190397
633,1,0,0,0,3,6,0,6.7372217,17,187,25.959999,-0.42873859,-1.8124036,-0.42495102
634,1,0,0,1,3,4,1,7.6103759,27,166,16.5,-1.119032,-1.6965641,-0.29809263
635,1,0,0,1,3,4,1,8.3935528,31,216,12.32,-1.119032,-1.6965641,-0.29809263
636,1,0,0,1,1,4,0,8.553998,36,163,2.8599999,-1.119032,-1.6965641,-0.29809263
637,1,0,0,1,4,5,1,8.1271286,59,466,53.459999,-1.119032,-1.6965641,-0.29809263
638,1,0,0,1,2,4,1,6.973547,27,170,18.48,-1.119032,-1.6965641,-0.29809263
639,1,0,0,1,2,4,0,7.7177496,17,97,7.9200001,-1.119032,-1.6965641,-0.29809263
640,1,0,0,1,2,4,0,5.027637,48,175,16.5,-1.119032,-1.6965641,-0.29809263
641,1,0,0,1,3,4,0,7.9597192,18,416,14.3,-1.119032,-1.6965641,-0.29809263
642,1,0,0,1,3,5,1,7.6833172,20,127,20.459999,-1.119032,-1.6965641,-0.29809263
643,1,0,0,1,3,5,1,7.3285542,27,283,28.82,-1.119032,-1.6965641,-0.29809263
644,1,0,0,1,1,3,0,6.2382693,8,100,4.8400002,-1.119032,-1.6965641,-0.29809263
645,1,0,0,1,2,4,1,7.305479,7,132,13.2,-1.119032,-1.6965641,-0.29809263
646,1,0,0,1,2,4,0,5.9089222,35,198,6.1599998,-1.119032,-1.6965641,-0.29809263
647,1,0,0,1,1,3,0,7.5125437,31,163,5.2800002,-1.119032,-1.6965641,-0.29809263
648,1,0,0,1,2,4,0,7.0291171,13,117,16.5,-1.119032,-1.6965641,-0.29809263
649,1,0,0,1,2,2,0,5.9031057,16,117,12.32,-1.119032,-1.6965641,-0.29809263
650,1,0,0,1,3,4,1,8.1973228,9,145,31.68,-0.37719712,-1.8040836,-0.51336354
651,1,0,0,1,4,4,1,8.1172714,11,145,25.52,-0.37719712,-1.8040836,-0.51336354
652,1,0,0,1,1,3,0,5.3992004,24,130,12.76,-0.37719712,-1.8040836,-0.51336354
653,0,1,0,1,2,4,0,8.04562,2,157,32.560001,0.02826805,-1.621762,-0.33941025
654,0,1,0,1,4,4,1,8.3421106,34,182,48.84,0.02826805,-1.621762,-0.33941025
655,0,1,0,1,3,4,1,6.5658798,21,221,24.200001,0.02826805,-1.621762,-0.33941025
656,0,1,0,1,2,3,1,6.6370749,19,216,25.74,0.02826805,-1.621762,-0.33941025
657,0,0,1,1,2,4,0,7.5863032,31,131,34.32,0.092806496,-1.621762,-0.33941025
658,0,1,0,1,1,3,0,7.266572,13,96,19.58,0.02826805,-1.621762,-0.33941025
659,1,0,0,1,3,5,0,6.6361947,5,203,25.959999,-0.70193106,-1.801492,-0.59696466
660,1,0,0,1,1,4,0,6.7581387,57,111,16.719999,-0.70193106,-1.801492,-0.59696466
661,1,0,0,0,3,4,1,7.4435506,21,412,16.280001,-0.61655658,-1.9243628,-0.76104993
662,1,0,0,0,1,4,0,6.8193965,2,30,5.2800002,-0.33370528,-1.8021207,-0.43155354
663,1,0,0,0,5,5,1,7.1088195,24,490,24.200001,-0.33370528,-1.8021207,-0.43155354
664,0,1,0,0,2,5,0,7.6777287,8,126,23.540001,0.078404345,-1.6197991,-0.24923204
665,0,1,0,0,3,4,1,7.3500247,10,155,6.5999999,0.078404345,-1.6197991,-0.24923204
666,1,0,0,0,3,3,1,7.5453334,11,171,12.32,-0.33370528,-1.8021207,-0.43155354
667,1,0,0,0,3,4,1,7.4049315,25,333,11.66,-0.33370528,-1.8021207,-0.43155354
668,1,0,0,0,4,5,1,6.5117865,22,333,11.66,-0.33370528,-1.8021207,-0.43155354
669,1,0,0,0,5,5,0,7.519464,26,342,32.34,-0.33370528,-1.8021207,-0.43155354
670,1,0,0,0,3,4,1,6.8656836,17,176,18.700001,-0.33370528,-1.8021207,-0.43155354
671,1,0,0,0,3,4,1,6.9639969,12,148,14.08,-0.33370528,-1.8021207,-0.43155354
672,1,0,0,0,5,3,1,6.5920777,1,177,0,-0.33370528,-1.8021207,-0.43155354
673,1,0,0,1,3,4,1,7.3353591,25,261,0,-0.62598473,-1.7283075,-0.29809263
674,1,0,0,1,1,4,0,6.9896078,39,140,8.5799999,-1.1116781,-1.7288402,-0.29809263
675,1,0,0,1,4,5,1,7.6666942,28,198,16.059999,-1.1116781,-1.7288402,-0.29809263
676,1,0,0,1,3,3,1,6.926755,16,258,0,-1.1116781,-1.7288402,-0.29809263
677,1,0,0,1,2,3,0,7.5770822,1,138,0,-1.1116781,-1.7288402,-0.29809263
678,1,0,0,1,2,4,1,7.9963408,29,118,21.780001,-1.1116781,-1.7288402,-0.29809263
679,1,0,0,1,1,3,0,6.83319,5,138,8.1400003,-1.1116781,-1.7288402,-0.29809263
680,1,0,0,1,2,5,1,7.548018,23,344,6.1599998,-1.1116781,-1.7288402,-0.29809263
681,1,0,0,1,3,2,1,6.4627213,21,430,6.5999999,-1.1116781,-1.7288402,-0.29809263
682,1,0,0,1,4,4,1,7.725637,21,189,0,-1.1116781,-1.7288402,-0.29809263
683,1,0,0,1,1,4,0,6.8787131,7,146,6.1599998,-1.1116781,-1.7288402,-0.29809263
684,1,0,0,1,1,4,0,6.6370749,16,172,6.1599998,-1.1116781,-1.7288402,-0.29809263
685,1,0,0,1,1,3,0,6.973547,12,103,8.1400003,-1.1116781,-1.7288402,-0.29809263
686,1,0,0,1,1,4,0,7.1458983,17,189,6.1599998,-1.1116781,-1.7288402,-0.29809263
687,1,0,0,1,1,4,0,6.1803164,29,120,6.5999999,-1.1116781,-1.7288402,-0.29809263
688,1,0,0,0,2,5,0,6.4467211,15,408,23.98,-0.37910768,-1.9243628,-0.81196517
689,1,0,0,0,4,4,1,7.1070786,19,408,23.98,-0.37910768,-1.9243628,-0.81196517
690,0,1,0,1,4,6,1,8.4589329,5,180,53.240002,0.17785959,-1.6789749,-0.55839533
691,0,0,1,1,4,5,1,7.5925865,20,262,37.400002,0.24239811,-1.6789749,-0.55839533
692,0,0,1,1,2,5,0,8.5656939,4,393,21.34,0.24239811,-1.6789749,-0.55839533
693,0,0,1,1,2,5,0,7.9720759,39,164,0,0.24239811,-1.6789749,-0.55839533
694,0,0,1,1,4,3,1,7.3100195,6,65,0,0.24239811,-1.6789749,-0.55839533
695,1,0,0,1,2,2,0,7.179399,0,108,0,-0.22760549,-1.8612965,-0.73570436
696,0,0,1,0,2,4,0,6.1262493,21,191,16.059999,0.007193854,-1.6789749,-0.11577111
697,0,0,1,0,1,4,0,6.1262493,21,65,5.7199998,0.007193854,-1.6789749,-0.11577111
698,0,1,0,0,4,4,1,6.883935,23,147,22.219999,-0.057344697,-1.6789749,-0.11577111
699,1,0,0,0,3,3,1,6.2660112,9,167,0,-0.46280986,-1.8612965,-0.29809263
700,1,0,0,0,1,2,0,4.5168114,0,0,0,-0.46280986,-1.8612965,-0.29809263
701,1,0,0,0,2,4,0,6.2514124,3,353,0,-0.46280986,-1.8612965,-0.29809263
702,1,0,0,0,2,4,1,6.1907878,9,192,11.44,-0.46280986,-1.8612965,-0.29809263
703,1,0,0,0,1,4,0,5.9031057,17,98,6.1599998,-0.46280986,-1.8612965,-0.29809263
704,1,0,0,0,2,4,0,3.9290247,24,118,16.5,-0.46280986,-1.8612965,-0.29809263
705,1,0,0,0,3,4,1,5.9031057,24,285,15.62,-0.46280986,-1.8612965,-0.29809263
706,1,0,0,0,2,3,0,5.5680213,22,51,14.08,-0.46280986,-1.8612965,-0.29809263
707,1,0,0,0,4,4,1,7.9843688,9,181,14.3,-0.46280986,-1.8612965,-0.29809263
708,1,0,0,1,4,3,1,7.7494807,9,223,19.799999,-0.51606953,-1.8052335,-0.95792496
709,1,0,0,1,2,2,0,6.8187294,6,115,6.8200002,-0.51606953,-1.8052335,-0.95792496
710,1,0,0,1,4,6,1,7.4627113,13,167,27.940001,-0.51606953,-1.8052335,-0.95792496
711,0,1,0,1,4,5,1,8.7140131,42,340,0,-0.11060438,-1.6229119,-0.77560341
712,1,0,0,1,4,7,1,7.0088224,35,438,0,-0.51606953,-1.8052335,-0.95792496
713,1,0,0,1,4,4,0,7.0688572,9,216,34.32,-0.37719712,-1.8040836,-0.51336354
714,1,0,0,1,3,3,1,5.6154237,4,199,15.18,-0.70193106,-1.801492,-0.59696466
715,1,0,0,1,4,6,1,6.9933496,38,297,33.66,-0.70193106,-1.801492,-0.59696466
716,0,1,0,1,3,3,1,6.8193965,15,122,23.1,-0.29646596,-1.6191703,-0.41464302
717,0,1,0,1,4,4,1,8.0553522,56,185,18.040001,-0.29646596,-1.6191703,-0.41464302
718,1,0,0,1,4,4,1,7.1810956,39,222,33.220001,-0.70193106,-1.801492,-0.59696466
719,1,0,0,1,4,4,1,7.1070786,45,220,27.719999,-0.70193106,-1.801492,-0.59696466
720,0,1,0,1,2,3,1,7.1523705,14,154,0,-0.29646596,-1.6191703,-0.41464302
721,0,1,0,1,2,5,0,7.5125437,14,431,0,-0.29646596,-1.6191703,-0.41464302
722,0,1,0,1,2,3,0,6.2581544,0,0,0,-0.29646596,-1.6191703,-0.41464302
723,0,1,0,0,1,4,0,8.1917048,8,154,5.9400001,0.078404345,-1.6197991,-0.24923204
724,1,0,0,0,3,4,1,7.4757643,8,98,10.78,-0.33370528,-1.8021207,-0.43155354
725,0,0,1,0,2,5,1,7.724514,18,270,19.58,0.14252883,-1.6197991,-0.24923204
726,1,0,0,0,4,4,1,7.532074,29,140,9.46,-0.33370528,-1.8021207,-0.43155354
727,0,1,0,1,2,4,0,8.7613306,31,188,21.34,0.17785959,-1.6789749,-0.55839533
728,0,1,0,1,1,2,0,8.118679,0,155,10.56,0.17785959,-1.6789749,-0.55839533
729,1,0,0,1,1,4,0,6.8803873,4,49,9.46,-0.22760549,-1.8612965,-0.73570436
730,1,0,0,1,3,5,1,8.1903353,6,214,46.419998,-0.22760549,-1.8612965,-0.73570436
731,1,0,0,1,3,4,1,6.101089,3,46,1.98,-0.22760549,-1.8612965,-0.73570436
732,1,0,0,1,4,5,1,7.9929099,4,120,38.279999,-0.22760549,-1.8612965,-0.73570436
733,0,0,1,1,2,3,0,6.5927749,0,0,0,0.24239811,-1.6789749,-0.55839533
734,0,0,1,1,1,3,0,5.9031057,3,0,0,0.24239811,-1.6789749,-0.55839533
735,0,1,0,1,1,2,0,6.4386239,0,0,0,0.17785959,-1.6789749,-0.55839533
736,0,1,0,1,1,2,0,6.5769711,0,0,0,0.17785959,-1.6789749,-0.55839533
737,0,1,0,1,2,2,0,6.8608584,0,0,0,0.17785959,-1.6789749,-0.55839533
738,1,0,0,0,2,3,0,5.455081,10,167,24.639999,-0.27016044,-1.8607079,-0.83546948
739,0,0,1,0,1,3,0,6.8193965,7,43,3.52,0.19984315,-1.6783862,-0.65314794
740,1,0,0,0,1,4,0,6.6168723,12,90,8.1400003,-0.27016044,-1.8607079,-0.83546948
741,1,0,0,0,3,2,1,7.0557852,14,193,20.459999,-0.36161208,-1.845427,-0.29190397
742,0,1,0,0,2,4,1,7.9667988,17,113,4.4000001,0.043852903,-1.6631055,-0.1875439
743,1,0,0,0,2,4,1,6.2265973,6,267,3.96,-0.42873859,-1.8124036,-0.42495102
744,0,0,1,1,1,1,0,4.3990283,0,0,0,-0.4480859,-1.6462864,-0.25210199
745,1,0,0,1,1,6,0,6.5962529,42,171,14.08,-0.91808963,-1.8286079,-0.43442354
746,1,0,0,1,1,4,0,5.7207842,57,285,0,-0.91808963,-1.8286079,-0.43442354
747,1,0,0,1,1,5,0,7.3302221,59,166,32.779999,-1.119032,-1.6965641,-0.29809263
748,1,0,0,1,3,3,1,7.0666904,15,174,19.360001,-0.70193106,-1.801492,-0.59696466
749,1,0,0,1,2,3,1,7.3837628,14,97,13.86,-0.70193106,-1.801492,-0.59696466
750,1,0,0,1,2,4,0,7.9963408,11,90,16.719999,-0.70193106,-1.801492,-0.59696466
751,1,0,0,1,4,4,1,7.0556097,17,238,8.1400003,-0.70193106,-1.801492,-0.59696466
752,1,0,0,1,3,4,1,7.4379401,23,288,10.56,-0.70193106,-1.801492,-0.59696466
753,1,0,0,1,1,2,0,6.6371083,11,157,4.1799998,-0.70193106,-1.801492,-0.59696466
754,1,0,0,1,7,3,1,6.759027,0,0,0,-0.70193106,-1.801492,-0.59696466
755,0,1,0,1,1,1,0,5.9730983,0,0,0,-0.29646596,-1.6191703,-0.41464302
756,0,1,0,1,1,1,0,6.1175451,0,0,0,-0.29646596,-1.6191703,-0.41464302
757,0,1,0,1,1,1,0,5.9518957,0,0,0,-0.29646596,-1.6191703,-0.41464302
758,0,1,0,1,1,3,0,5.1229472,0,0,0,-0.29646596,-1.6191703,-0.41464302
759,0,1,0,1,4,2,1,5.4060736,0,0,0,-0.29646596,-1.6191703,-0.41464302
760,0,1,0,1,3,4,1,6.0479274,0,0,0,-0.29646596,-1.6191703,-0.41464302
761,0,1,0,1,2,1,1,5.4331021,0,0,0,-0.29646596,-1.6191703,-0.41464302
762,0,1,0,1,3,4,1,6.6431775,0,0,0,-0.29646596,-1.6191703,-0.41464302
763,0,1,0,1,1,1,0,5.8091488,0,0,0,-0.29646596,-1.6191703,-0.41464302
764,0,1,0,1,1,3,0,7.7379069,0,46,0,-0.29646596,-1.6191703,-0.41464302
765,1,0,0,1,3,5,1,7.6666942,3,149,14.96,-0.23307627,-1.8766443,-0.67739218
766,1,0,0,1,2,3,1,5.9031057,7,186,12.98,-0.23307627,-1.8766443,-0.67739218
767,1,0,0,1,3,5,0,6.1262493,20,100,29.48,-0.23307627,-1.8766443,-0.67739218
768,1,0,0,1,3,4,1,8.0333195,15,203,27.280001,-0.23307627,-1.8766443,-0.67739218
769,1,0,0,1,2,5,0,6.0239706,9,193,19.139999,-0.23307627,-1.8766443,-0.67739218
770,1,0,0,1,3,4,1,6.362638,14,498,21.120001,-0.23307627,-1.8766443,-0.67739218
771,1,0,0,1,3,5,1,6.1262493,21,275,38.5,-0.23307627,-1.8766443,-0.67739218
772,1,0,0,1,3,4,1,6.1677985,9,192,15.62,-0.23307627,-1.8766443,-0.67739218
773,1,0,0,1,3,5,1,7.6312771,28,179,23.98,-0.23307627,-1.8766443,-0.67739218
774,1,0,0,1,4,4,1,6.4337192,15,82,21.120001,-0.23307627,-1.8766443,-0.67739218
775,1,0,0,1,4,5,1,6.6370749,44,279,0,-0.23307627,-1.8766443,-0.67739218
776,1,0,0,1,2,3,0,6.7278295,19,299,30.139999,-0.23307627,-1.8766443,-0.67739218
777,1,0,0,1,2,4,0,6.9364386,16,193,13.2,-1.1116781,-1.7288402,-0.29809263
778,1,0,0,1,6,5,1,6.3359699,39,481,0,-1.1116781,-1.7288402,-0.29809263
779,1,0,0,1,3,5,1,6.362638,27,223,17.6,-1.1116781,-1.7288402,-0.29809263
780,1,0,0,1,3,4,0,7.0753298,26,346,42.459999,-0.91808963,-1.8286079,-0.43442354
781,1,0,0,0,6,4,1,7.9184718,39,460,28.16,-0.082045399,-1.9243628,-0.76104993
782,1,0,0,0,3,5,1,7.2576513,13,157,11.66,-0.082045399,-1.9243628,-0.76104993
783,1,0,0,1,3,3,1,7.8309975,12,196,12.76,-0.22760549,-1.8612965,-0.73570436
784,1,0,0,1,3,4,1,6.9853816,14,196,38.279999,-0.22760549,-1.8612965,-0.73570436
785,0,1,0,1,2,2,0,7.8228836,1,172,41.580002,0.17785959,-1.6789749,-0.55839533
786,0,1,0,1,1,2,0,8.0124769,2,147,38.5,0.17785959,-1.6789749,-0.55839533
787,0,1,0,1,2,4,0,7.8509979,8,213,31.9,0.17785959,-1.6789749,-0.55839533
788,0,1,0,1,3,4,0,6.9147067,13,239,50.599998,0.17785959,-1.6789749,-0.55839533
789,0,1,0,1,2,4,1,8.5241442,0,213,31.9,0.17785959,-1.6789749,-0.55839533
790,0,0,1,1,2,3,1,6.4189191,6,196,16.059999,0.24239811,-1.6789749,-0.55839533
791,0,0,1,1,2,3,0,6.6370749,6,114,29.26,0.24239811,-1.6789749,-0.55839533
792,0,0,1,1,1,4,0,6.4143481,7,393,12.76,0.24239811,-1.6789749,-0.55839533
793,1,0,0,1,1,3,0,6.3971243,6,49,0,-0.22760549,-1.8612965,-0.73570436
794,1,0,0,1,1,4,0,7.3500247,0,118,0,-0.22760549,-1.8612965,-0.73570436
795,1,0,0,1,3,3,1,6.1592541,0,0,0,-0.22760549,-1.8612965,-0.73570436
796,1,0,0,1,4,3,1,6.516789,0,0,0,-0.22760549,-1.8612965,-0.73570436
797,1,0,0,1,5,3,1,6.0208888,26,69,0,-0.22760549,-1.8612965,-0.73570436
798,1,0,0,1,2,3,0,5.6154237,0,79,0,-0.22760549,-1.8612965,-0.73570436
799,1,0,0,1,1,2,0,6.1907878,0,0,0,-0.22760549,-1.8612965,-0.73570436
800,1,0,0,1,3,3,1,6.9183364,0,130,0,-0.22760549,-1.8612965,-0.73570436
801,1,0,0,1,2,6,0,8.8562784,52,314,12.76,-0.22760549,-1.8612965,-0.73570436
802,1,0,0,1,3,4,1,8.6439457,22,137,38.279999,-0.22760549,-1.8612965,-0.73570436
803,1,0,0,1,1,3,0,8.2857332,41,294,51.040001,-0.22760549,-1.8612965,-0.73570436
804,1,0,0,1,1,1,0,6.2105904,0,0,0,-0.22760549,-1.8612965,-0.73570436
805,1,0,0,1,2,6,0,8.3123007,40,471,57.419998,-0.22760549,-1.8612965,-0.73570436
806,1,0,0,0,5,3,1,6.1455073,5,69,0,-0.46280986,-1.8612965,-0.29809263
807,1,0,0,0,3,4,1,6.7504034,10,155,7.48,-0.46280986,-1.8612965,-0.29809263
808,1,0,0,0,3,4,0,7.9212441,7,132,16.5,-0.46280986,-1.8612965,-0.29809263
809,1,0,0,0,3,3,1,8.0452127,20,118,7.48,-0.46280986,-1.8612965,-0.29809263
810,1,0,0,0,4,4,1,7.8860211,16,96,20.24,-0.46280986,-1.8612965,-0.29809263
811,1,0,0,0,4,4,1,7.1851964,14,196,9.0200005,-0.46280986,-1.8612965,-0.29809263
812,1,0,0,0,3,4,1,7.1070786,35,203,8.1400003,-0.90201777,-1.7544729,-0.29825708
813,1,0,0,0,2,5,1,8.166748,24,326,18.48,-0.90201777,-1.7544729,-0.29825708
814,1,0,0,0,3,5,1,8.2330894,11,194,10.78,-0.90201777,-1.7544729,-0.29825708
815,1,0,0,0,5,5,1,7.8608503,6,176,16.5,-0.90201777,-1.7544729,-0.29825708
816,1,0,0,0,2,3,0,5.9831486,6,35,10.34,-0.90201777,-1.7544729,-0.29825708
817,0,1,0,0,1,4,0,7.1871214,34,103,5.0599999,-0.49655268,-1.5721513,-0.11593556
818,1,0,0,0,2,3,0,7.1342072,17,141,12.32,-0.90201777,-1.7544729,-0.29825708
819,1,0,0,0,3,4,1,7.4315748,9,212,19.799999,-0.90201777,-1.7544729,-0.29825708
820,1,0,0,0,1,3,0,7.1558685,24,176,16.5,-0.90201777,-1.7544729,-0.29825708
821,1,0,0,0,2,4,0,5.9031057,13,182,13.64,-0.90201777,-1.7544729,-0.29825708
